Description,Barangay,City,Province,Price_PHP,Bedrooms,Bath,Floor_area_sqm,Land_area_sqm
"2-Bedroom Unit for Sale in The Trion Towers - Tower 3, BGC Taguig",McKinley Hill,Taguig,Metro Manila,14200000,2,,,
"The Levels Burbank Tower, 3-Bedroom Unit for Sale in Alabang (for as low as Php 30,00...",Alabang,Muntinlupa,Metro Manila,,3,2,72,
"3-Bedroom House and Lot for Sale at Lancaster New City in Kawit, Cavite -CHESSA Model",San Sebastian,Kawit,Cavite,5978000,3,,90,100
"3-Bedroom Townhouse for Sale at Lancaster New City in General Trias, Cavite -ALICE Mo...",Pasong Camachile I,General Trias,Cavite,1880600,3,,40,40
"2BR Quadruplex Townhouse (TH-46) for Sale in Avila Heights, Santo Tomas, Batangas",San Antonio,Santo Tomas,Batangas,2464168,2,,46,51
2 Bedroom Condo for Sale near SM Bacoor and Vista Mall NOMO,Mambog I,Bacoor,Cavite,6361200,2,1,40,
"Cityland Pioneer Heights 1, 3-Bedroom Unit (54.11 sqm) for Sale in Mandaluyong",Highway Hills,Mandaluyong,Metro Manila,5565680,3,2,54,
"4-Bedroom House and Lot for Sale at Lancaster New City in Imus, Cavite -ALEXANDRA Mod...",Alapan II-A,Imus,Cavite,7410000,4,,100,120
"3BR House and Lot for Sale in Las Brisas at Tierra del Sol, Tanza, Cavite",Tanauan,Tanza,Cavite,3587010,3,,112,72
"2-Bedroom Unit (90.15 sqm) for Sale in La Vida Tower A, Pasay City",F.B Harisson,Pasay,Metro Manila,15355200,2,2,90,
"2-Bedroom Unit (100 sqm) for Sale in The Signature, Balintawak Quezon City",Pag-Ibig Sa Nayon,Quezon City,Metro Manila,11800000,2,2,100,
"Niran Two Storey SD for Sale in Sentosa, Calamba Laguna",Punta,Calamba,Laguna,6396780,4,,115,176
Cityland Pines Peak Tower II - Studio Unit for Sale in Mandaluyong,Barangka Ilaya,Mandaluyong,Metro Manila,2378396,1,1,19,
"3-Bedroom Unit (120.15 sqm) for Sale in La Vida Tower B, Pasay City",F.B Harisson,Pasay,Metro Manila,15657600,3,2,120,
"1-Bedroom Unit (40B) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,28624000,1,1,69,
"Pre-selling Studio Unit (22 sqm) in Aurora Escalades, Cubao Quezon City",Cubao,Quezon City,Metro Manila,4100000,1,1,22,
"3-Bedroom Bi-Level (58A) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,89146000,3,3,241,
"2-Bedroom Unit (N65D) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,22595200,2,2,87,
"TALIA 2-Storey Single Attached (Regular) for Sale in Idesia Lipa, Batangas",Inosloban,Lipa,Batangas,4600000,2,,52,80
2BR with Balcony (72 sqm) in Moldex Residences Silang Cavite near Dasmarinas,Biluso,Silang,Cavite,8600000,2,1,72,
"4,967 sqm Industrial Lot for Sale in Pampanga Technopark - Mabalacat, Pampanga",Tabun,Mabalacat,Pampanga,44504320,,,,4967
"Duplex House and Lot Back to Back for Sale in Ajoya Capas, Tarlac - with Special Offe...",Talaga,Capas,Tarlac,3000000,,,75,90
"RFO 1-Bedroom Condo Unit for Sale in Asia Enclaves, Cupang, Muntinlupa City | 215-G",Cupang,Muntinlupa,Metro Manila,3756900,1,1,40,
"3-Bedroom House for Sale at Camella Provence in Malolos City, Bulacan | Cara, NRFO/RF...",Longos,Malolos,Bulacan,5607000,3,,66,88
"1BR Condo Unit for Sale at Camella Manors Bacolod in Mandalagan, Bacolod City | Pre-s...",Mandalagan,Bacolod,Negros Occidental,4786000,1,1,30,
"3BR Single Attached House and Lot for Sale at PTC Suncrest in Imus, Cavite",Carsadang Bago I,Imus,Cavite,5234791,3,,75,80
"Tagaytay Leisure Suites - 1 Bedroom Condo Unit for Sale in Tagaytay City, Cavite",Maitim 2nd West,Tagaytay,Cavite,6900000,1,1,68,
"2-Bedroom Unit for Sale in Suntrust Amadea - Tower 1, Quezon City",Paligsahan,Quezon City,Metro Manila,4842720,2,1,36,
"2BR Townhouse House and Lot (Stanza Model) for Sale in Gran Avila, Calamba, Laguna",Majada Labas,Calamba,Laguna,1840805,2,,43,47
"Studio N - Condominium Unit (18 sqm) for Sale in Filinvest City, Alabang (for as low ...",Alabang,Muntinlupa,Metro Manila,,1,1,18,
"Condominium with 3 bedroom for Sale in Suntrust Asmara, New Manila, Quezon City",New Manila,Quezon City,Metro Manila,7700000,3,2,56,
"2BR 2-Storey Single-Attached House for Sale in Ara Vista Village, General Trias Cavit...",Biclatan,General Trias,Cavite,4851616,2,,111,100
"5BR Single Attached House and Lot for Sale in The Villages at Lipa, Sierra Village, B...",Bugtong Na Pulo,Lipa,Batangas,7900000,5,,150,150
"For Sale: Studio (27 sqm) Condo near Mall of Asia - Grand View Tower, Pasay",Libertad,Pasay,Metro Manila,4900000,1,1,27,
Brentville International Community - The Arborage (Pre-selling Lots) in Laguna (for a...,Mampalasan,Binan,Laguna,7380000,,,,246
"Pre-Selling 2-Bedroom  (75 sqm) in Galleria Residences 3, Cebu City",North Reclamation Area,Cebu,Cebu,13366838,2,,75,
"3-Bedroom House and Lot for Sale in The Arcadia | Boundary of Angeles and Porac, Pamp...",Manibaug Paralaya,Porac,Pampanga,2624075,3,,62,50
"FUJI 3BR 2-Storey Single Detached for Sale in Idesia Heights, Dasmarinas Cavite",San Agustin I,Dasmarinas,Cavite,5870000,3,,82,120
"2-Storey 4BR House and Lot (Amanda Model) for Sale in Governor's Hills, General Trias...",Biclatan,General Trias,Cavite,7841100,4,,167,154
"3BR Quadruplex Townhouse (TH-64) for Sale in Avila Heights, Santo Tomas, Batangas",San Antonio,Santo Tomas,Batangas,2984737,3,,64,51
"Condo Dormitory (Unit 106-05) for Sale in UniPlace @ SWU Village, Cebu City",Sambag II,Cebu,Cebu,2810000,1,1,24,
"2-Bedroom Condo Unit (24C) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Mani...",Highway Hills,Mandaluyong,Metro Manila,16688358,2,2,84,
"3-Bedroom Townhouse for Sale at Lancaster New City in General Trias, Cavite -THEA Mod...",Pasong Camachile I,General Trias,Cavite,2395000,3,,60,50
"2-Storey 3BR House and Lot (Ysabella Premium) for Sale in Governor's Hills, General T...",Biclatan,General Trias,Cavite,5039190,3,,109,120
"House and Lot with 4 bedroom for Sale in Verona, Lumil, Silang- Orabella",Lumil,Silang,Cavite,8913000,4,,147,176
"Studio Condo Unit (7I) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila",Highway Hills,Mandaluyong,Metro Manila,6966526,1,1,32,
"2-Bedroom Unit (54G) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,39304000,2,2,110,
"Studio Unit (34.65 sqm) for Sale in La Vida Tower B, Pasay City",F.B Harisson,Pasay,Metro Manila,4468800,1,1,34,
Cityland Pioneer Heights 1 - Studio Deluxe (25.73 sqm) for Sale in Mandaluyong,Highway Hills,Mandaluyong,Metro Manila,2392852,1,1,25,
"Cityland Pioneer Heights 1, 3-Bedroom Unit for Sale in Mandaluyong City",Highway Hills,Mandaluyong,Metro Manila,5565680,3,2,54,
1BR Condo for Sale in Valenzuela - Moldex Residences Valenzuela Caramoan Bldg,Paso de Blas,Valenzuela,Metro Manila,2440000,1,1,25,
"GAIA 2-Storey Single Detached (Regular) for Sale in Idesia Lipa, Batangas",Inosloban,Lipa,Batangas,5600000,3,,63,100
For Sale: 1-Bedroom Condo in Valenzuela - Moldex Residences Valenzuela Bali Bldg,Paso de Blas,Valenzuela,Metro Manila,2180000,1,1,22,
"RFO 2-Bedroom Unit 1925 for Sale in Grand Riviera Suites, Roxas Boulevard Manila",Roxas Boulevard,Manila,Metro Manila,18180400,2,2,64,
"Cityland One Premier, 1-Bedroom Unit for Sale in Las Pinas City",Almanza Uno,Las Pinas,Metro Manila,2881668,1,1,28,
"Pre-Selling 1-Bedroom Unit (32 sqm) in Sierra Valley Gardens 2, Cainta, Rizal",San Juan,Cainta,Rizal,5400000,1,1,32,
"1-Bedroom Unit (S14D1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,10752000,1,1,46,
"3-Bedroom Unit for Sale in 88 Gibraltar Tower 2, Gibraltar, Baguio",Gibraltar,Baguio,Benguet,11312000,3,2,59,
"2-Bedroom Unit (42O) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,35077000,2,2,106,
"1BR Unit for Sale at Woodsville Crest, Merville Paranaque | 5% Launch Promo",Merville,Paranaque,Metro Manila,7000000,1,1,35,
"Pre-Selling 1-Bedroom  Executive (44.00 sqm) in Galleria Residences 3, Cebu",North Reclamation Area,Cebu,Cebu,7170250,1,,44,
"2-Bedroom Unit (S61G) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,17799600,2,2,74,
"3-Bedroom Unit (S07D) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,22111600,3,2,98,
"Lot For Sale, Asenso Village, Laguna",Palingon,Calamba,Laguna,4050700,,,,298
For Sale 3-Storey 4BR House and Lot in The Villas at Dasmarinas Highlands,San Agustin I,Dasmarinas,Cavite,8473000,4,,155,66
"3-Bedroom Unit (N03C) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,23914800,3,2,108,
Studio Unit for Sale in Davao - Arezzo Place Davao,Sasa,Davao,Davao Del Sur,3010000,1,1,32,
"Suntrust Shanata, 3-Bedroom (Unit M) for Sale in Novaliches, Quezon City",Novaliches,Quezon City,Metro Manila,7802700,3,2,54,
"Studio Condo Unit (18I) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila",Highway Hills,Mandaluyong,Metro Manila,7035469,1,1,32,
"3-Bedroom Unit (N46 E1-E2) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,26202400,3,2,110,
"2-Bedroom Unit (N62B) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,17912600,2,2,74,
"Studio Condo Unit (28F) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manila",Highway Hills,Mandaluyong,Metro Manila,8091264,1,1,33,
2-Bedroom Unit (62 sqm) for Sale in Grand View Tower Pasay,Libertad,Pasay,Metro Manila,14500000,2,2,62,
"3-Bedroom Unit (S08D) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,22720700,3,2,98,
"Condominium with 2 bedroom for Sale in Suntrust Asmara, New Manila, Quezon City",New Manila,Quezon City,Metro Manila,7136000,2,1,39,
"For Sale 2-Bedroom Unit at Woodsville Crest, Merville Paranaque | 5% Launch Promo!",Merville,Paranaque,Metro Manila,11600000,2,1,58,
"Pre-Selling 1-Bedroom Unit (68 sqm) in The Radiance Manila Bay South, Pasay City",Pasay Rotonda,Pasay,Metro Manila,11500000,1,,68,
"Lot for Sale in The Villages at Lipa, Batangas (Sierra Village) - with Special Offer",Bugtong Na Pulo,Lipa,Batangas,5000000,,,,281
"Pre-Selling 1-Bedroom Unit in Acacia Escalades A, Pasig City",Manggahan,Pasig,Metro Manila,3600000,1,1,,
"House and Lot with 3 bedroom for Sale in Verona, Lumil, Silang-Luciana",Lumil,Silang,Cavite,9434000,3,,174,176
Pre-Selling 1BR Executive (49.50 sqm) at The Sapphire Bloc East in Ortigas CBD,Ortigas CBD,Pasig,Metro Manila,10500000,1,1,49,
"2-Bedroom Unit (S60G) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,17743600,2,2,74,
GAIA 2-Storey Single Detached (Irregular) for Sale in Idesia Dasmarinas Phase 1,San Agustin I,Dasmarinas,Cavite,5600000,3,,63,103
"3BR Unit for Sale in Suntrust Amadea Tower 1, Quezon City",Paligsahan,Quezon City,Metro Manila,6709716,3,2,46,
"2-Bedroom Unit (38L) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,47546000,2,2,109,
"RFO 2-Bedroom Unit (80 sqm) in The Radiance Manila Bay North, Pasay City",Pasay Rotonda,Pasay,Metro Manila,14900000,2,,80,
"2 bedroom Condominium for Sale in Suntrust Capitol Plaza, Diliman, Quezon City",Diliman,Quezon City,Metro Manila,12200000,2,2,68,
"2-Bedroom Unit (S51G) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,17641900,2,2,74,
"Pre-selling 3BR 3-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...",Cupang,Muntinlupa,Metro Manila,28844000,3,,250,92
"Condominium with 3 bedroom for Sale in Suntrust Solana, Ermita, Manila",Ermita,Manila,Metro Manila,7500000,3,2,52,
"1-Bedroom Unit for Sale in One Lakeshore Drive, San Antonio, Davao - Tower 4",San Antonio,Davao,Davao Del Sur,7320000,1,2,50,
"4-Bedroom House and Lot (Caterina Model) for Sale in Suntrust Verona, Silang, Cavite",Lumil,Silang,Cavite,8466000,4,,136,176
"1-Bedroom Unit for Sale in Cerise Tower, Southwoods, Binan, Laguna | 41.9sqm",San Francisco,Binan,Laguna,8500000,1,1,41,
"Pre-selling 3BR 4-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...",Cupang,Muntinlupa,Metro Manila,39675000,3,,323,90
"Studio Unit for Sale in Suntrust Amadea Tower 2, Quezon City",Paligsahan,Quezon City,Metro Manila,3040080,1,1,24,
"4-Bedroom House and Lot (Orabella Model) for Sale in Suntrust Verona, Silang, Cavite",Lumil,Silang,Cavite,8913000,4,,147,176
"1-Bedroom Unit (37.9 sqm) for Sale in City Clou, Cebu City",Zapatera,Cebu,Cebu,5029302,1,1,37,
"1-Bedroom Unit (S36D1) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,11054400,1,1,47,
"Condominium with 2 bedroom for Sale in One Lakeshore Drive, San Antonio, Davao",San Antonio,Davao,Davao Del Sur,10760000,2,2,76,
"Cityland One Premier, 2-Bedroom Unit (58.29 sqm) for Sale in Las Pinas City",Almanza Uno,Las Pinas,Metro Manila,5526622,2,1,58,
"ARIA Townhouse (Inner) for Sale in Idesia Lipa, Batangas",Inosloban,Lipa,Batangas,2800000,2,,42,60
"2-Bedroom Unit for Sale in Cerise Tower, Southwoods City, Binan, Laguna | 80sqm",San Francisco,Binan,Laguna,20000000,2,1,80,
"1-Bedroom Condo Unit (6J) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Manil...",Highway Hills,Mandaluyong,Metro Manila,12508872,1,1,57,
"Pre-Selling 1-Bedroom Unit in SYNC - S Tower, Pasig, Metro Manila, 6.6M",Bagong Ilog,Pasig,Metro Manila,6600000,1,1,,
TALIA 2-Storey Single Attached (Regular) for Sale in Idesia Dasmarinas Phase 2,San Agustin I,Dasmarinas,Cavite,4000000,2,,52,80
"Studio Unit (41L) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,12262000,1,1,40,
North Orchard Residences - Single Attached-Complete House and Lot for Sale in Sta. Ma...,Caysio,Santa Maria,Bulacan,4297800,3,,112,80
"3BR House and Lot (Fiorenza Standard) for Sale in Suntrust Verona, Silang, Cavite",Lumil,Silang,Cavite,5941000,3,,112,120
GAIA 2-Storey Single Detached (Irregular) for Sale in Idesia Dasmarinas Phase 2,San Agustin I,Dasmarinas,Cavite,5800000,3,,63,143
4-Bedroom Single Attached House and Lot for Sale in Ajoya Pampanga (Mexico) - with Sp...,Eden,Mexico,Pampanga,4400000,4,,91,110
"3-Bedroom House and Lot for Sale at PHINMA Maayo San Jose in San Jose, Batangas | Sal...",Banaybanay II,San Jose,Batangas,,3,,74,80
"2-Bedroom Condo Unit (12C) for Sale in One Sierra, EDSA, Mandaluyong City, Metro Mani...",Highway Hills,Mandaluyong,Metro Manila,16545507,2,2,84,
"Studio Unit for Sale in Suntrust Amadea - Tower 1, Quezon City",Paligsahan,Quezon City,Metro Manila,2963760,1,1,24,
"The Glades at Timberland Heights - Corner Lot for Sale in San Mateo, Blk7 Lot14 (for ...",Malanday,San Mateo,Rizal,,,,,294
3-Bedroom Affordable House and Lot with Open Plan convertible to Dorm Type for Sale i...,Bagakay,Ozamiz,Misamis Occidental,2250000,3,,70,100
"Pre-selling 3BR 4-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...",Cupang,Muntinlupa,Metro Manila,40322000,3,,323,90
"Suntrust Solana - 3-Bedroom Unit for Sale in Ermita, Manila",Ermita,Manila,Metro Manila,7500000,3,2,52,
"Duplex House and Lot Side by Side Parkside for Sale in Ajoya Capas, Tarlac - with Spe...",Talaga,Capas,Tarlac,3600000,,,66,79
"Studio Unit for Sale at Woodsville Crest, Merville, Paranaque | 5% Launch Promo!",Merville,Paranaque,Metro Manila,4740000,1,1,23,
"Cityland Pioneer Heights 1, 1-Bedroom Deluxe (50.97 sqm) for Sale in Mandaluyong",Highway Hills,Mandaluyong,Metro Manila,5254367,1,2,50,
"RFO 2-Bedroom Condo Unit for Sale in Asia Enclaves, Cupang, Muntinlupa City | 317-C",Cupang,Muntinlupa,Metro Manila,5071500,2,1,54,
"1-Bedroom Unit (824) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,15737000,1,,58,
"2-Bedroom Unit (35O) for Sale in Empress at Capitol Commons, Pasig City",Oranbo,Pasig,Metro Manila,34575000,2,2,106,
ARIA Townhouse (Inner) for Sale in Idesia Dasmarinas Phase 2,San Agustin I,Dasmarinas,Cavite,2800000,2,,42,60
"ARIA RFO Townhouse for Sale in Idesia Dasmarinas Ph1, Special Discount 269K -Blk10 Lo...",San Agustin I,Dasmarinas,Cavite,2239999,2,,42,60
"Lot Only for Sale in Ajoya Capas, Tarlac near New Clark City",Talaga,Capas,Tarlac,1900000,,,,112
"Pre-Selling Studio Unit, The Sapphire Bloc South Tower, Ortigas CBD Pasig, 6.59M",Ortigas CBD,Pasig,Metro Manila,6590000,1,1,,
"1-Bedroom Unit (1505) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,15635000,1,1,56,
"Condominium with 3 bedroom for Sale in Suntrust Shanata, Novaliches, Quezon City",Novaliches,Quezon City,Metro Manila,7802700,3,2,54,
"For Sale: 2-Bedroom Unit in Suntrust Capitol Plaza, Diliman, Quezon City",Diliman,Quezon City,Metro Manila,12200000,2,2,68,
"Condo Dormitory (Unit 102-20) for Sale in UniPlace @ SWU Village, Cebu City",Sambag II,Cebu,Cebu,2810000,1,1,24,
"1-Bedroom Unit (51K) - Residences at The Galleon (Pre-selling) in Ortigas CBD, Pasig",San Antonio,Pasig,Metro Manila,28593000,1,1,69,
"Pre-selling 3BR 4-Storey Townhouse for Sale in Likha Residences, Cupang, Muntinlupa |...",Cupang,Muntinlupa,Metro Manila,39027000,3,,323,105
"2-Bedroom House for Sale at Camella Monticello in San Jose del Monte, Bulacan | Ezabe...",Sapang Palay,San Jose del Monte,Bulacan,3109000,2,,42,63
"2-Bedroom House for Sale at Camella Monticello in San Jose del Monte, Bulacan | Crise...",Sapang Palay,San Jose del Monte,Bulacan,2973000,2,,40,63
"Studio Unit for Sale in Suntrust Amadea Tower 1, Quezon City, 3.17M",Paligsahan,Quezon City,Metro Manila,3167280,1,1,24,
"Pre-Selling 1-Bedroom Unit in Galleria Residences 2, Cebu City, 7.9M",North Reclamation Area,Cebu,Cebu,7900000,1,1,,
"2-Storey 4BR House and Lot (Niran Model) for Sale in Suntrust Sentosa, Calamba, Lagun...",Punta,Calamba,Laguna,6396780,4,,115,176
"3 bedroom House and Lot for Sale in San Francisco Heights, Calamba-Sabrina",Palo-Alto,Calamba,Laguna,4442000,3,,60,110
"For Sale Studio Unit in Suntrust Ascentia at Santa Ana, Manila",Santa Ana,Manila,Metro Manila,5028452,1,1,29,
4-Bedroom Single Detached House and Lot for Sale in The Arcadia | Boundary of Angeles...,Manibaug Paralaya,Porac,Pampanga,6574890,4,,124,143
"RFO 1-Bedroom Condo Unit for Sale in Asia Enclaves, Cupang, Muntinlupa City | 125-J",Cupang,Muntinlupa,Metro Manila,3756900,1,1,40,
4-Bedroom Single Detached House and Lot for for Sale in The Arcadia | Boundary of Ang...,Manibaug Paralaya,Porac,Pampanga,5379890,4,,96,98
"2-Storey 4BR House and Lot (Micaela Model) for Sale in Suntrust Verona, Silang, Cavit...",Lumil,Silang,Cavite,10592480,4,,178,176
"2-Storey 4BR House and Lot (Micaella Model) for Sale in Siena Hills, Lipa City, Batan...",Antipolo del Sur,Lipa,Batangas,9540880,4,,178,176
GAIA 2-Storey Single Detached (Corner) for Sale in Idesia Dasmarinas Phase 2,San Agustin I,Dasmarinas,Cavite,6900000,3,,63,187
"Pre-Selling 2-Bedroom Unit in Acacia Escalades B, Pasig City, 6.6M",Manggahan,Pasig,Metro Manila,6600000,2,,,
"Residential Unit (111-08) for Sale in UniPlace @ SWU Village, Cebu City",Sambag II,Cebu,Cebu,2810000,1,1,24,
"2-Bedroom Unit (S53G) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,17641900,2,2,74,
ARIA Townhouse (End) for Sale in Idesia Dasmarinas Phase 2,San Agustin I,Dasmarinas,Cavite,3050000,2,,42,90
"1-Bedroom Unit (S09A) for Sale in Maven at Capitol Commons, Pasig City",Ortigas CBD,Pasig,Metro Manila,9576000,1,1,42,
"3-Bedroom House and Lot for Sale at Lancaster New City in Kawit, Cavite -MARGARET Mod...",San Sebastian,Kawit,Cavite,5690000,3,,72,100
"Pre-Selling Studio Unit (17 sqm) in Gateway Regency Studios, Mandaluyong",Barangka Ilaya,Mandaluyong,Metro Manila,4100000,1,1,17,
"Serviced Residence Studio Unit for Sale in Cerise Tower, Southwoods City, Binan",San Francisco,Binan,Laguna,8100000,1,1,32,
"RFO 1-Bedroom Condo Unit for Sale in Asia Enclaves, Cupang, Muntinlupa City | 227-P",Cupang,Muntinlupa,Metro Manila,4644600,1,1,40,
"Offices at The Galleon - Prime Suite (11H) for Sale in Ortigas, Pasig",San Antonio,Pasig,Metro Manila,39999000,,,115,
"2-Bedroom Unit (2712) for Sale in Maple at Verdant Towers, Ortigas, Pasig City",Ugong,Pasig,Metro Manila,25364000,2,1,89,
"3-Bedroom Townhouse for Sale at Lancaster New City in Imus, Cavite -ALICE Model",Alapan II-A,Imus,Cavite,1880600,3,,40,40
Cityland Pioneer Heights 1 - Studio Deluxe (34.2 sqm) for Sale in Mandaluyong,Highway Hills,Mandaluyong,Metro Manila,3816429,1,1,34,
