Movie_ID,Title,Director,Writer,Main_Genres,Motion_Picture_Rating,Runtime_Minutes,Rating,Budget_InMillions,Gross_USCanada_InMillions,Gross_worldwide_InMillions,Total_Gross,Opening_Weekend_USCanada,Gross_Opening_Weekend_InMillions
812,Northern Comfort,Hafsteinn Gunnar Sigurðsson,"Halldór Laxness Halldórsson,Tobias Munthe,Hafsteinn Gunnar Sigurðsson",Comedy,,97,6.2,,,0.167,0.167,,
813,The Performance,Shira Piven,"Josh Salzberg,Shira Piven",Drama,,,8.8,,,,,,
814,A Difficult Year,"Éric Toledano,Olivier Nakache","Olivier Nakache,Éric Toledano",Comedy,,2,6.5,12,,6.786,6.786,,
815,Paris Paramount,Nancy Meyers,Nancy Meyers,"Comedy,Romance",,2,,100,,,,,
816,Prom Pact,Anya Adams,Anthony Lombardo,"Comedy,Family,Romance",TV-14,99,6.4,,,,,,
817,Japan,Raju Murugan,"Raju Murugan,C. Murugesh Babu","Action,Drama,Thriller",,156,3.3,,,0.115,0.115,,
818,Tantiram,Muthyala Meher Deepak,"M.S. Shabaz,Wineeth Ponnuru","Fantasy,Horror,Mystery",,99,7.9,137,,,,,
819,3 Days in Malay,Louis Mandylor,Brandon Slagle,"Action,History,War",R,99,3.2,,,,,,
820,Hitmen,Savvas D. Michael,Savvas D. Michael,Action,,109,5.2,,,,,,
821,Murdercise,"Paul Ragsdale,Angelica De Alba",Paul Ragsdale,"Comedy,Horror,Thriller",,84,3.8,0.01,,,,,
822,Target Number One,Andy Deliana,"Jeff Carr,Ken Cardwell,Ana Carolina Rebichia Deliana","Action,Thriller",,,,2,,,,,
823,They Are Mine,Mac Alejandre,,Drama,,105,6.2,,,,,,
824,The Sacrifice Game,Jenn Wexler,"Sean Redlitz,Jenn Wexler",Horror,,90,6,,,,,,
825,Dance First,James Marsh,Neil Forsyth,"Biography,Drama",,100,6.9,,,0.112,0.112,,
826,The Donor Party,Thom Harp,Thom Harp,Comedy,,93,4.6,,,,,,
827,The Angry Black Girl and Her Monster,Bomani J. Story,Bomani J. Story,"Drama,Fantasy,Horror",Not Rated,91,5.4,,0.123,0.123,0.246,06.11.2023,0.049
828,Falling for the Manny,Damián Romay,Julia Cranney,Romance,,,6.6,,,,,,
829,A Savage Christmas,Madeleine Dyer,"Daniel Mulvihill,Madeleine Dyer,Max Jahufer",Comedy,,90,7.3,4,,0.01,0.01,,
830,Well Done!,Gilles Legardinier,"Gilles Legardinier,Christel Henon","Comedy,Drama,Romance",,100,6.6,,,1.485,1.485,,
831,The Best Man,Shane Dax Taylor,"Daniel Zirilli,C. Alec Rossel,Shane Dax Taylor","Action,Thriller",R,93,3.8,,,0.019,0.019,,
832,Full River Red,Yimou Zhang,"Yu Chen,Yimou Zhang","Comedy,Drama,History",,159,6.5,500,,0.404,0.404,,
833,Only When I Laugh,Vanja Juranic,"Elma Tataragic,Vanja Juranic",Drama,,73,7.9,0.8,,0.009,0.009,,
834,Discussion Materials,Alfredo Barrios Jr.,"Bill Keenan,Alfredo Barrios Jr.",Comedy,,73,,,,,,,
835,Scarygirl,"Tania Vincent,Ricard Cussó","Craig Behenna,Matt Everitt,Nathan Jurevicius","Animation,Adventure,Fantasy",,90,5.3,,,0.941,0.941,,
836,One Perfect Match,Jo-Anne Brechin,Ansley Gordon,Romance,,,7.2,,,,,,
837,Maa Oori Polimera 2,Anil Viswanath,Anil Viswanath,Horror,,125,7.5,40,,0.018,0.018,,
838,Mark Antony,Adhik Ravichandran,"Savari Muthu,SJ Arjun,Adhik Ravichandran","Action,Comedy,Drama",,150,6.7,,,0.096,0.096,,
839,Tin & Tina,Rubin Stein,,"Horror,Mystery,Thriller",,119,4.7,,,0.112,0.112,,
840,Algea: God of Pain,Jd Allen,"Shyina Crayton,Jd Allen",Horror,,,10,,,,,,
841,Kisi Ka Bhai Kisi Ki Jaan,Farhad Samji,"Tasha Bhambra,Sparsh Khetarpal,Sajid Nadiadwala","Action,Comedy,Drama",Not Rated,145,4.3,100,,2.429,2.429,,
842,Temptation,Maria Sadowska,"Edyta Folwarska,Tomasz P. Chenczke","Drama,Thriller",,98,2.8,,,0.592,0.592,,
843,Sid Is Dead,Eli Gonda,"Tom Dolby,Drew Frist,Peter Warren","Comedy,Drama",,90,5.7,,,0.002,0.002,,
844,Camp Hideout,Sean Olson,"C. Neil Davenport,Kat Olson,Dave DeBorde","Comedy,Family",PG,100,5.6,,1.125,1.125,2.25,09.17.2023,0.489
845,The Absence of Eden,Marco Perego,"Rick Rapoza,Marco Perego",Drama,,,7.2,,,,,,
846,In My Mother's Skin,Kenneth Dagatan,Kenneth Dagatan,"Action,Fantasy,Horror",,97,5.3,,,,,,
847,Ataturk,Fuad Kavur,Fuad Kavur,Drama,,93,8.2,,,0.025,0.025,,
848,Pet Shop Days,Olmo Schnabel,"Galen Core,Olmo Schnabel,Jack Irv","Drama,Romance,Thriller",,100,7.3,,,,,,
849,The Venture Bros.: Radiant Is the Blood of the Baboon Heart,Christopher McCulloch,"Christopher McCulloch,Doc Hammer",Animation,R,83,7.9,,,,,,
850,Ein ganzes Leben,Hans Steinbichler,"Robert Seethaler,Ulrich Limmer",Drama,,115,6.8,,,1.409,1.409,,
851,Kane,Blair Moore,Blair Moore,"Crime,Drama,Thriller",R,90,4.8,,,,,,
852,Bring Him to Me,Luke Sparke,Tom Evans,"Crime,Thriller",R,96,7.4,,,0.054,0.054,,
853,Barber,Fintan Connolly,"Fiona Bergin,Fintan Connolly","Crime,Drama,Mystery",,90,5,,,0.016,0.016,,
854,Paramporul,C. Aravind Raj,C. Aravind Raj,"Action,Thriller",,146,7.4,,,0.003,0.003,,
855,Glisten and the Merry Mission,Cory Morrison,"Temple Mathews,Sharon Price John","Animation,Adventure,Family",G,80,6.9,,,,,,
856,Shoulder Dance,Jay Arnold,Jay Arnold,"Comedy,Drama,Romance",,103,7.6,,,,,,
857,Resurrected,Egor Baranov,"Egor Baranov,Joe Rechtman","Horror,Sci-Fi",,97,5.4,,,0.191,0.191,,
858,Merry Mystery Christmas,Michelle Ouellet,,Romance,,84,6.2,,,,,,
859,Black Clover: Sword of the Wizard King,Ayataka Tanemura,"Ai Orii,Johnny Onda,Yuuki Tabata","Animation,Action,Adventure",TV-14,110,7.4,,,,,,
860,The Featherweight,Robert Kolodny,Steve Loff,"Biography,Drama,Sport",,99,7.1,,,,,,
861,Queen of Bones,Robert Budreau,Michael Burgner,"Horror,Thriller",,,7.9,,,,,,
862,Christmas Angel,LazRael Lison,LazRael Lison,"Drama,Music,Romance",,90,8.5,,,,,,
863,Praise This,Tina Gordon,"Tina Gordon,Brandon Broussard,Hudson Obayuwana","Musical,Romance",TV-14,101,5.9,,,,,,
864,Phoenix,Vishnu Bharathan,"Midhun Manuel Thomas,Bigil Balakrishnan,Vishnu Bharathan",Thriller,,132,8,,,0.002,0.002,,
865,Lost in the Night,Amat Escalante,"Amat Escalante,Paulina Mendoza,Martín Escalante","Drama,Thriller",,122,6.5,,,0.022,0.022,,
866,He Went That Way,Jeffrey Darling,Evan M. Wiener,"Crime,Drama,Thriller",,95,5,,,,,,
867,Christmas in Big Sky Country,Marco Deufemia,Paula Tiberius,Romance,,,7.4,,,,,,
868,Natty Knocks,Dwight H. Little,Benjamin Olson,"Horror,Thriller",,94,4.2,,,,,,
869,I Am Rage,David Ryan Keith,"Stephen Durham,David Ryan Keith",Action,,89,5.2,,,,,,
870,Forgotten Experiment,Aleksandr Boguslavskiy,"Aleksandr Boguslavskiy,Sergey Kaluzhanov,Ilya Ipatov","Adventure,Drama,Sci-Fi",,105,3.5,159.5,,0.565,0.565,,
871,Girl You Know It's True,Simon Verhoeven,Simon Verhoeven,"Biography,Drama,Music",,124,,,,,,,
872,Little Girl Blue,Mona Achache,Mona Achache,"Documentary,Biography,Drama",,95,6.5,0.91,,0.306,0.306,,
873,Seven Veils,Atom Egoyan,Atom Egoyan,Drama,,107,7.7,,,,,,
874,Soul Mates,Mark Gantt,"Chris LaMont,Joe Russo","Horror,Thriller",R,95,6,,0.096,0.096,0.192,10.22.2023,0.096
875,Silver Dollar Road,Raoul Peck,"Lizzie Presser,Raoul Peck",Documentary,PG,100,6.4,,,,,,
876,Due Justice,Javier Reyna,Javier Reyna,"Action,Crime,Drama",R,97,4.4,,,,,,
877,The Abyss,Richard Holm,"Nicola Sinclair,Robin Sherlock Holm,Richard Holm","Action,Drama,Thriller",,103,6.3,,,,,,
878,Falimy,Nithish Sahadev,"Sanjo Joseph,Nithish Sahadev",Drama,,125,7.3,,,0.016,0.016,,
879,Sleep,Jason Yu,Jason Yu,"Comedy,Horror,Mystery",,95,6.9,,,10.332,10.332,,
